1,3,2010-10-13,Low,6,261.540008544922,0.0399999991059303,Regular Air,213.25,38.939998626709,35,Muhammed MacIntyre,Nunavut,Nunavut,Small Business,Office Supplies,Storage & Organization,"Eldon Base for stackable storage shelf, platinum",Large Box,0.800000011920929,2010-10-20,Pending
49,293,2012-10-01,High,49,10123.01953125,0.0700000002980232,Delivery Truck,457.809997558594,208.160003662109,68.0199966430664,Barry French,Nunavut,Nunavut,Consumer,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Jumbo Drum,0.579999983310699,2012-10-02,Delivered
50,293,2012-10-01,High,27,244.570007324219,0.00999999977648258,Regular Air,46.7099990844727,8.6899995803833,2.99000000953674,Barry French,Nunavut,Nunavut,Consumer,Office Supplies,Binders and Binder Accessories,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Small Box,0.389999985694885,2012-10-03,Delivered
80,483,2011-07-10,High,30,4965.75927734375,0.0799999982118607,Regular Air,1198.96997070313,195.990005493164,3.99000000953674,Clay Rozendal,Nunavut,Nunavut,Corporate,Technology,Telephones and Communication,R380,Small Box,0.579999983310699,2011-07-12,Delivered
85,515,2010-08-28,Not Specified,19,394.269989013672,0.0799999982118607,Regular Air,30.9400005340576,21.7800006866455,5.94000005722046,Carlos Soltero,Nunavut,Nunavut,Consumer,Office Supplies,Appliances,Holmes HEPA Air Purifier,Medium Box,0.5,2010-08-30,Returned
86,515,2010-08-28,Not Specified,21,146.690002441406,0.0500000007450581,Regular Air,4.42999982833862,6.6399998664856,4.94999980926514,Carlos Soltero,Nunavut,Nunavut,Consumer,Furniture,Office Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Small Pack,0.370000004768372,2010-08-30,Returned
97,613,2011-06-17,High,12,93.5400009155273,0.0299999993294477,Regular Air,54.0400009155273,7.30000019073486,7.71999979019165,Carl Jackson,Nunavut,Nunavut,Corporate,Office Supplies,Binders and Binder Accessories,"Angle-D Binders with Locking Rings, Label Holders",Small Box,0.379999995231628,2011-06-17,Delivered
98,613,2011-06-17,High,22,905.080017089844,0.0900000035762787,Regular Air,127.699996948242,42.7599983215332,6.21999979019165,Carl Jackson,Nunavut,Nunavut,Corporate,Office Supplies,Storage & Organization,"SAFCO Mobile Desk Side File, Wire Frame",Small Box,0,2011-06-18,Delivered
103,643,2011-03-24,High,21,2781.82006835938,0.0700000002980232,Express Air,695.260009765625,138.139999389648,35,Monica Federle,Nunavut,Nunavut,Corporate,Office Supplies,Storage & Organization,"SAFCO Commercial Wire Shelving, Black",Large Box,0,2011-03-25,Delivered
107,678,2010-02-26,Low,44,228.410003662109,0.0700000002980232,Regular Air,226.360000610352,4.98000001907349,8.32999992370605,Dorothy Badders,Nunavut,Nunavut,Home Office,Office Supplies,Paper,Xerox 198,Small Box,0.379999995231628,2010-02-26,Pending
127,807,2010-11-23,Medium,45,196.850006103516,0.00999999977648258,Regular Air,166.850006103516,4.28000020980835,6.17999982833862,Neola Schneider,Nunavut,Nunavut,Home Office,Office Supplies,Paper,Xerox 1980,Small Box,0.400000005960464,2010-11-24,Delivered
128,807,2010-11-23,Medium,32,124.559997558594,0.0399999991059303,Regular Air,14.3299999237061,3.95000004768372,2,Neola Schneider,Nunavut,Nunavut,Home Office,Office Supplies,Rubber Bands,Advantus Map Pennant Flags and Round Head Tacks,Wrap Bag,0.529999971389771,2010-11-24,Delivered
134,868,2012-06-08,Not Specified,32,716.840026855469,0,Regular Air,134.720001220703,21.7800006866455,5.94000005722046,Carlos Daly,Nunavut,Nunavut,Home Office,Office Supplies,Appliances,Holmes HEPA Air Purifier,Medium Box,0.5,2012-06-09,Returned
135,868,2012-06-08,Not Specified,31,1474.32995605469,0.0399999991059303,Regular Air,114.459999084473,47.9799995422363,3.60999989509583,Carlos Daly,Nunavut,Nunavut,Home Office,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Small Pack,0.709999978542328,2012-06-10,Returned
149,933,2012-08-04,Not Specified,15,80.6100006103516,0.0199999995529652,Regular Air,4.71999979019165,5.28000020980835,2.99000000953674,Claudia Miner,Nunavut,Nunavut,Small Business,Office Supplies,Binders and Binder Accessories,"Wilson Jones 1"" Hanging DublLock Ring Binders",Small Box,0.370000004768372,2012-08-04,Returned
160,995,2011-05-30,Medium,46,1815.48999023438,0.0299999993294477,Regular Air,782.909973144531,39.8899993896484,3.03999996185303,Neola Schneider,Nunavut,Nunavut,Home Office,Furniture,Office Furnishings,Ultra Commercial Grade Dual Valve Door Closer,Wrap Bag,0.529999971389771,2011-05-31,Delivered
161,998,2009-11-25,Not Specified,16,248.259994506836,0.0700000002980232,Regular Air,93.8000030517578,15.7399997711182,1.38999998569489,Allen Rosenblatt,Nunavut,Nunavut,Small Business,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Small Box,0.400000005960464,2009-11-26,Returned
175,1154,2012-02-14,Critical,44,4462.22998046875,0.0399999991059303,Delivery Truck,440.720001220703,100.980003356934,26.2199993133545,Sylvia Foulston,Nunavut,Nunavut,Home Office,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,Jumbo Box,0.600000023841858,2012-02-16,Delivered
176,1154,2012-02-14,Critical,11,663.783996582031,0.25,Regular Air,481.040008544922,71.370002746582,69,Sylvia Foulston,Nunavut,Nunavut,Home Office,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Large Box,0.680000007152557,2012-02-16,Delivered
203,1344,2012-04-15,Low,15,834.903991699219,0.0599999986588955,Regular Air,11.6800003051758,65.9899978637695,5.26000022888184,Jim Radford,Nunavut,Nunavut,Corporate,Technology,Telephones and Communication,g520,Small Box,0.589999973773956,2012-04-22,Pending
204,1344,2012-04-15,Low,18,2480.92041015625,0.00999999977648258,Regular Air,313.579986572266,155.990005493164,8.98999977111816,Jim Radford,Nunavut,Nunavut,Corporate,Technology,Telephones and Communication,LX 788,Small Box,0.579999983310699,2012-04-19,Pending
213,1412,2010-03-12,Not Specified,13,59.0299987792969,0.100000001490116,Express Air,26.9200000762939,3.69000005722046,0.5,Carlos Soltero,Nunavut,Nunavut,Consumer,Office Supplies,Labels,Avery 52,Small Box,0.379999995231628,2010-03-14,Returned
214,1412,2010-03-12,Not Specified,21,97.4800033569336,0.0500000007450581,Regular Air,5.76999998092651,4.71000003814697,0.699999988079071,Carlos Soltero,Nunavut,Nunavut,Consumer,Office Supplies,Rubber Bands,Plymouth Boxed Rubber Bands by Plymouth,Wrap Bag,0.800000011920929,2010-03-14,Returned
229,1539,2011-03-09,Low,33,511.829986572266,0.100000001490116,Regular Air,172.880004882813,15.9899997711182,13.1800003051758,Carl Ludwig,Nunavut,Nunavut,Corporate,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.370000004768372,2011-03-11,Pending
230,1539,2011-03-09,Low,38,184.990005493164,0.0500000007450581,Regular Air,144.550003051758,4.8899998664856,4.92999982833862,Carl Ludwig,Nunavut,Nunavut,Corporate,Technology,Computer Peripherals,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Small Pack,0.660000026226044,2011-03-14,Pending
231,1540,2012-08-04,High,30,80.9000015258789,0.0900000035762787,Regular Air,5.76000022888184,2.88000011444092,0.699999988079071,Don Miller,Nunavut,Nunavut,Home Office,Office Supplies,Pens & Art Supplies,Newell 335,Wrap Bag,0.560000002384186,2012-08-06,Delivered
249,1702,2011-05-06,High,23,67.2399978637695,0.0599999986588955,Regular Air,4.90000009536743,2.83999991416931,0.930000007152557,Annie Cyprus,Nunavut,Nunavut,Home Office,Office Supplies,Pens & Art Supplies,SANFORD Liquid Accent Tank-Style Highlighters,Wrap Bag,0.540000021457672,2011-05-07,Delivered
250,1761,2010-12-23,High,25,12028.23046875,0.00999999977648258,Delivery Truck,547.609985351563,449.989990234375,49,Carl Ludwig,Nunavut,Nunavut,Corporate,Technology,Copiers and Fax,Canon PC940 Copier,Jumbo Drum,0.379999995231628,2010-12-25,Delivered
256,1792,2010-11-08,Low,28,370.480010986328,0.0399999991059303,Regular Air,5.44999980926514,13.4799995422363,4.51000022888184,Carlos Soltero,Nunavut,Nunavut,Consumer,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.589999973773956,2010-11-13,Pending
330,2275,2012-10-21,Not Specified,49,278,0.0799999982118607,Regular Air,41.6699981689453,6.07999992370605,1.16999995708466,Grant Carroll,Nunavut,Nunavut,Small Business,Office Supplies,Pens & Art Supplies,Col-Erase Pencils with Erasers,Wrap Bag,0.560000002384186,2012-10-22,Returned
331,2277,2011-01-01,Not Specified,10,66.5400009155273,0.00999999977648258,Regular Air,46.0299987792969,5.98000001907349,4.38000011444092,Don Miller,Nunavut,Nunavut,Home Office,Technology,Computer Peripherals,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Small Pack,0.75,2011-01-02,Returned
332,2277,2011-01-01,Not Specified,21,845.320007324219,0.0599999986588955,Regular Air,33.6699981689453,40.9900016784668,19.9899997711182,Don Miller,Nunavut,Nunavut,Home Office,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Small Box,0.360000014305115,2011-01-03,Returned
